_id,id,t,x,y,engineTemperature,speed
5d766d7c4805cd2081484051,1,2014-10-01T08:08:27.000Z,36.06237803,24.88575807,66.69368,4.622481
5d766d7c4805cd2081484052,1,2014-10-01T08:08:28.000Z,36.06233686,24.88570263,66.69368,24.54639
5d766d7c4805cd2081484053,1,2014-10-01T08:08:30.000Z,36.06223334,24.88566205,66.69368,21.609571
5d766d7c4805cd2081484054,1,2014-10-01T08:08:31.000Z,36.06212283,24.88571715,66.69368,47.764397
5d766d7c4805cd2081484055,1,2014-10-01T08:08:32.000Z,36.06212634,24.88568353,66.69368,11.214227
5d766d7c4805cd2081484056,1,2014-10-01T08:08:33.000Z,36.06205855,24.88567009,66.69368,27.824024
5d766d7c4805cd2081484057,1,2014-10-01T08:08:35.000Z,36.06195763,24.88566594,66.69368,19.860983
5d766d7c4805cd2081484058,1,2014-10-01T08:08:36.000Z,36.06186551,24.88567827,66.69368,36.835342
5d766d7c4805cd2081484059,1,2014-10-01T08:08:38.000Z,36.06176442,24.88561398,66.69368,22.993217
5d766d7c4805cd208148405a,1,2014-10-01T08:08:40.000Z,36.06171314,24.88564108,66.69368,10.825249
5d766d7c4805cd208148405b,1,2014-10-01T08:08:41.000Z,36.06165991,24.88560413,66.69368,24.38361
5d766d7c4805cd208148405c,1,2014-10-01T08:08:44.000Z,36.06157817,24.88558975,66.69368,11.318529
5d766d7c4805cd208148405d,1,2014-10-01T08:08:45.000Z,36.06155582,24.8854607,66.69368,42.958965
5d766d7c4805cd208148405e,1,2014-10-01T08:08:46.000Z,36.06157428,24.88543754,66.69368,10.637328
5d766d7c4805cd208148405f,1,2014-10-01T08:08:47.000Z,36.06154012,24.8853791,66.69368,23.059387
5d766d7c4805cd2081484060,1,2014-10-01T08:08:48.000Z,36.0615658,24.88538138,66.69368,10.707014
5d766d7c4805cd2081484061,1,2014-10-01T08:08:49.000Z,36.06158879,24.88534518,66.69368,14.881853
5d766d7c4805cd2081484062,1,2014-10-01T08:08:51.000Z,36.06155511,24.88524249,66.69368,18.025928
5d766d7c4805cd2081484063,1,2014-10-01T08:08:52.000Z,36.06158153,24.88512441,66.69368,39.73214
5d766d7c4805cd2081484064,1,2014-10-01T08:08:55.000Z,36.0615779,24.88497701,66.69368,15.849998
5d766d7c4805cd2081484065,1,2014-10-01T08:08:56.000Z,36.06157801,24.88498391,66.69368,1.8516417
5d766d7c4805cd2081484066,1,2014-10-01T08:08:57.000Z,36.06156448,24.88489716,66.69368,28.14989
5d766d7c4805cd2081484067,1,2014-10-01T08:08:58.000Z,36.06160657,24.88484371,66.69368,24.100151
5d766d7c4805cd2081484068,1,2014-10-01T08:09:00.000Z,36.06155229,24.88472628,66.69368,21.917002
5d766d7c4805cd2081484069,1,2014-10-01T08:09:02.000Z,36.06155319,24.88468138,66.69368,7.097962
5d766d7c4805cd208148406a,1,2014-10-01T08:09:03.000Z,36.06155598,24.8845751,66.69368,34.597702
5d766d7c4805cd208148406b,1,2014-10-01T08:09:06.000Z,36.06158659,24.88444073,66.69368,14.966281
5d766d7c4805cd208148406c,1,2014-10-01T08:09:07.000Z,36.06155981,24.88444035,66.69368,10.707014
5d766d7c4805cd208148406d,1,2014-10-01T08:09:08.000Z,36.06158209,24.88435736,66.69368,27.616621
5d766d7c4805cd208148406e,1,2014-10-01T08:09:09.000Z,36.06153046,24.88427141,66.69368,34.139538
5d766d7c4805cd208148406f,1,2014-10-01T08:09:10.000Z,36.06154198,24.8842855,66.69368,6.29707
5d766d7c4805cd2081484070,1,2014-10-01T08:09:12.000Z,36.06159064,24.88412749,66.69368,27.470272
5d766d7c4805cd2081484071,1,2014-10-01T08:09:13.000Z,36.06156411,24.88409066,66.69368,15.867679
5d766d7c4805cd2081484072,1,2014-10-01T08:09:14.000Z,36.06155276,24.88406135,66.69368,10.32961
5d766d7c4805cd2081484073,1,2014-10-01T08:09:18.000Z,36.0614115,24.88400381,66.69368,14.86422
5d766d7c4805cd2081484074,1,2014-10-01T08:09:19.000Z,36.06132865,24.88401537,66.69368,33.798157
5d766d7c4805cd2081484075,1,2014-10-01T08:09:21.000Z,36.06127827,24.88402079,66.69368,9.944866
5d766d7c4805cd2081484076,1,2014-10-01T08:09:22.000Z,36.061177,24.88403793,66.69368,41.602337
5d766d7c4805cd2081484077,1,2014-10-01T08:09:23.000Z,36.0611812,24.8839656,66.69368,22.888027
5d766d7c4805cd2081484078,1,2014-10-01T08:09:24.000Z,36.06114712,24.88401408,66.69368,20.663387
5d766d7c4805cd2081484079,1,2014-10-01T08:09:27.000Z,36.06098304,24.88402936,66.69368,21.949226
5d766d7c4805cd208148407a,1,2014-10-01T08:09:29.000Z,36.06084723,24.88402832,66.69368,26.724806
5d766d7c4805cd208148407b,1,2014-10-01T08:09:30.000Z,36.0608255,24.88399422,66.69368,13.929933
5d766d7c4805cd208148407c,1,2014-10-01T08:09:31.000Z,36.06079026,24.8840053,66.69368,14.085505
5d766d7c4805cd208148407d,1,2014-10-01T08:09:33.000Z,36.06072658,24.8838999,66.69368,21.367632
5d766d7c4805cd208148407e,1,2014-10-01T08:09:35.000Z,36.06073609,24.88378402,66.69368,18.964064
5d766d7c4805cd208148407f,1,2014-10-01T08:09:36.000Z,36.06075037,24.88374684,66.69368,12.590207
5d766d7c4805cd2081484080,1,2014-10-01T08:09:37.000Z,36.06073551,24.88369917,66.69368,16.595474
5d766d7c4805cd2081484081,1,2014-10-01T08:09:39.000Z,36.06070229,24.88359981,66.69368,17.170876
5d766d7c4805cd2081484082,1,2014-10-01T08:09:41.000Z,36.06069148,24.88350218,66.69368,15.90493
5d766d7c4805cd2081484083,1,2014-10-01T08:09:42.000Z,36.06072878,24.88342253,66.69368,30.08651
5d766d7c4805cd2081484084,1,2014-10-01T08:09:43.000Z,36.06071653,24.88338504,66.69368,13.772931
5d766d7c4805cd2081484085,1,2014-10-01T08:09:44.000Z,36.06073904,24.8833602,66.69368,12.178998
5d766d7c4805cd2081484086,1,2014-10-01T08:09:46.000Z,36.06073897,24.88325108,66.69368,17.590784
5d766d7c4805cd2081484087,1,2014-10-01T08:09:47.000Z,36.06072274,24.8832152,66.69368,13.222561
5d766d7c4805cd2081484088,1,2014-10-01T08:09:48.000Z,36.06073481,24.88315709,66.69368,19.07489
5d766d7c4805cd2081484089,1,2014-10-01T08:09:50.000Z,36.06070854,24.88306282,66.69368,16.329899
5d766d7c4805cd208148408a,1,2014-10-01T08:09:51.000Z,36.06070004,24.88298541,66.69368,24.87701
5d766d7c4805cd208148408b,1,2014-10-01T08:09:53.000Z,36.06071759,24.88294004,66.69368,8.332606
5d766d7c4805cd208148408c,1,2014-10-01T08:09:54.000Z,36.06065414,24.88284729,66.69368,39.857056
5d766d7c4805cd208148408d,1,2014-10-01T08:09:55.000Z,36.06068218,24.88281392,66.69368,14.978558
5d766d7c4805cd208148408e,1,2014-10-01T08:09:56.000Z,36.06068624,24.88274327,66.69368,23.040482
5d766d7c4805cd208148408f,1,2014-10-01T08:09:58.000Z,36.06066086,24.88265389,66.69368,15.458038
5d766d7c4805cd2081484090,1,2014-10-01T08:09:59.000Z,36.06065403,24.88262068,66.69368,11.522106
5d766d7c4805cd2081484091,1,2014-10-01T08:10:00.000Z,36.06063581,24.88258284,66.69368,13.99367
5d766d7c4805cd2081484092,1,2014-10-01T08:10:04.000Z,36.06049366,24.88252529,66.69368,14.913013
5d766d7c4805cd2081484093,1,2014-10-01T08:10:05.000Z,36.06045146,24.88246894,66.69368,24.546705
5d766d7c4805cd2081484094,1,2014-10-01T08:10:06.000Z,36.06043699,24.88247989,66.69368,7.1430964
5d766d7c4805cd2081484095,1,2014-10-01T08:10:07.000Z,36.06033725,24.88246321,66.69368,40.089508
5d766d7c4805cd2081484096,1,2014-10-01T08:10:08.000Z,36.06032662,24.88248271,66.69368,7.6865396
5d766d7c4805cd2081484097,1,2014-10-01T08:10:10.000Z,36.06022452,24.88246311,66.69368,20.844625
5d766d7c4805cd2081484098,1,2014-10-01T08:10:11.000Z,36.06018104,24.8824379,66.69368,18.615412
5d766d7c4805cd2081484099,1,2014-10-01T08:10:13.000Z,36.06010016,24.88247345,66.69368,16.96884
5d766d7c4805cd208148409a,1,2014-10-01T08:10:14.000Z,36.06003423,24.8824333,66.69368,29.015562
5d766d7c4805cd208148409b,1,2014-10-01T08:10:15.000Z,36.05997218,24.88249483,66.69368,32.61913
5d766d7c4805cd208148409c,1,2014-10-01T08:10:17.000Z,36.05985001,24.88245619,66.69368,25.200058
5d766d7c4805cd208148409d,1,2014-10-01T08:10:18.000Z,36.05980893,24.88245177,66.69368,15.320115
5d766d7c4805cd208148409e,1,2014-10-01T08:10:19.000Z,36.05979875,24.88248597,66.69368,12.017516
5d766d7c4805cd208148409f,1,2014-10-01T08:10:20.000Z,36.05970699,24.88246748,66.69368,37.164845
5d766d7c4805cd20814840a0,1,2014-10-01T08:10:22.000Z,36.05961066,24.88251026,66.69368,20.364931
5d766d7c4805cd20814840a1,1,2014-10-01T08:10:23.000Z,36.05953651,24.88247674,66.69368,32.49866
5d766d7c4805cd20814840a2,1,2014-10-01T08:10:25.000Z,36.05950451,24.8824967,66.69368,6.8434973
5d766d7c4805cd20814840a3,1,2014-10-01T08:10:26.000Z,36.05941786,24.8825274,66.69368,36.655617
5d766d7c4805cd20814840a4,1,2014-10-01T08:10:27.000Z,36.0593453,24.8825108,66.69368,29.540583
5d766d7c4805cd20814840a5,1,2014-10-01T08:10:29.000Z,36.05930326,24.88252954,66.69368,8.947733
5d766d7c4805cd20814840a6,1,2014-10-01T08:10:30.000Z,36.05919473,24.88250473,66.69368,43.503242
5d766d7c4805cd20814840a7,1,2014-10-01T08:10:31.000Z,36.05914844,24.8824792,66.69368,21.650612
5d766d7c4805cd20814840a8,1,2014-10-01T08:10:32.000Z,36.05912202,24.8824719,66.69368,10.970634
5d766d7c4805cd20814840a9,1,2014-10-01T08:10:33.000Z,36.0590566,24.88252519,66.69368,31.18625
5d766d7c4805cd20814840aa,1,2014-10-01T08:10:34.000Z,36.0590181,24.88253201,66.69368,15.468602
5d766d7c4805cd20814840ab,1,2014-10-01T08:10:35.000Z,36.05900167,24.88252011,66.69368,7.1431313
5d766d7c4805cd20814840ac,1,2014-10-01T08:10:36.000Z,36.05890849,24.88246924,66.69368,40.259926
5d766d7c4805cd20814840ad,1,2014-10-01T08:10:37.000Z,36.05888256,24.88250303,66.69368,15.417405
5d766d7c4805cd20814840ae,1,2014-10-01T08:10:38.000Z,36.05879055,24.88251414,66.69368,36.83536
5d766d7c4805cd20814840af,1,2014-10-01T08:10:39.000Z,36.05874094,24.88247217,66.69368,24.051445
5d766d7c4805cd20814840b0,1,2014-10-01T08:10:40.000Z,36.05869568,24.88249596,66.69368,19.764698
5d766d7c4805cd20814840b1,1,2014-10-01T08:10:41.000Z,36.05869811,24.88251216,66.69368,5.5551286
5d766d7c4805cd20814840b2,1,2014-10-01T08:10:42.000Z,36.05862922,24.88250441,66.69368,27.659252
5d766d7c4805cd20814840b3,1,2014-10-01T08:10:43.000Z,36.05856172,24.88250426,66.69368,25.959507
5d766d7c4805cd20814840b4,1,2014-10-01T08:10:44.000Z,36.0585144,24.88251938,66.69368,20.456308
5d766d7c4805cd20814840b5,1,2014-10-01T08:10:45.000Z,36.05847747,24.88247665,66.69368,19.320278
5d766d7c4805cd20814840b6,1,2014-10-01T08:10:46.000Z,36.05839673,24.88247176,66.69368,33.645653
5d766d7c4805cd20814840b7,1,2014-10-01T08:10:49.000Z,36.05825897,24.88248659,66.69368,18.398134
5d766d7c4805cd20814840b8,1,2014-10-01T08:10:51.000Z,36.05819007,24.88243173,66.69368,16.400597
5d766d7c4805cd20814840b9,1,2014-10-01T08:10:52.000Z,36.05811731,24.88247928,66.69368,32.861885
5d766d7c4805cd20814840ba,1,2014-10-01T08:10:53.000Z,36.0580878,24.88247656,66.69368,12.231822
5d766d7c4805cd20814840bb,1,2014-10-01T08:10:54.000Z,36.05802506,24.88247296,66.69368,24.463644
5d766d7c4805cd20814840bc,1,2014-10-01T08:10:55.000Z,36.05799025,24.88240952,66.69368,24.57179
5d766d7c4805cd20814840bd,1,2014-10-01T08:10:56.000Z,36.05791736,24.88246352,66.69368,33.77102
5d766d7c4805cd20814840be,1,2014-10-01T08:10:57.000Z,36.05785269,24.88244805,66.69368,26.424978
5d766d7c4805cd20814840bf,1,2014-10-01T08:11:01.000Z,36.05766668,24.88238654,66.69368,19.346888
5d766d7c4805cd20814840c0,1,2014-10-01T08:11:02.000Z,36.05765864,24.88239383,66.69368,3.571582
5d766d7c4805cd20814840c1,1,2014-10-01T08:11:04.000Z,36.05755055,24.88236768,66.69368,21.751637
5d766d7c4805cd20814840c2,1,2014-10-01T08:11:06.000Z,36.05744405,24.88243571,66.69368,23.952364
5d766d7c4805cd20814840c3,1,2014-10-01T08:11:07.000Z,36.05738362,24.88242225,66.69368,24.811583
5d766d7c4805cd20814840c4,1,2014-10-01T08:11:08.000Z,36.05733787,24.88243646,66.69368,18.978033
5d766d7c4805cd20814840c5,1,2014-10-01T08:11:11.000Z,36.05719197,24.88246072,66.69368,19.52644
5d766d7c4805cd20814840c6,1,2014-10-01T08:11:12.000Z,36.05715425,24.88241959,66.69368,20.43487
5d766d7c4805cd20814840c7,1,2014-10-01T08:11:14.000Z,36.05706028,24.88242472,66.69368,19.110315
5d766d7c4805cd20814840c8,1,2014-10-01T08:11:16.000Z,36.05690937,24.88245137,66.69368,30.844725
5d766d7c4805cd20814840c9,1,2014-10-01T08:11:17.000Z,36.05687328,24.8824674,66.69368,14.603471
5d766d7c4805cd20814840ca,1,2014-10-01T08:11:18.000Z,36.05685032,24.88245749,66.69368,9.668015
5d766d7c4805cd20814840cb,1,2014-10-01T08:11:19.000Z,36.05678637,24.88247709,66.69368,26.683252
5d766d7c4805cd20814840cc,1,2014-10-01T08:11:21.000Z,36.05670556,24.88248372,66.69368,16.081268
5d766d7c4805cd20814840cd,1,2014-10-01T08:11:22.000Z,36.05663285,24.88248435,66.69368,29.013567
5d766d7c4805cd20814840ce,1,2014-10-01T08:11:23.000Z,36.05660104,24.88248286,66.69368,12.231822
5d766d7c4805cd20814840cf,1,2014-10-01T08:11:24.000Z,36.05653747,24.88246552,66.69368,26.547262
5d766d7c4805cd20814840d0,1,2014-10-01T08:11:26.000Z,36.05641774,24.88250271,66.69368,24.46058
5d766d7c4805cd20814840d1,1,2014-10-01T08:11:27.000Z,36.05636347,24.88250801,66.69368,22.93869
5d766d7c4805cd20814840d2,1,2014-10-01T08:11:28.000Z,36.05632073,24.88248753,66.69368,17.895546
5d766d7c4805cd20814840d3,1,2014-10-01T08:11:29.000Z,36.0562922,24.88249237,66.69368,10.760262
5d766d7c4805cd20814840d4,1,2014-10-01T08:11:32.000Z,36.05613082,24.88249007,66.69368,21.888395
5d766d7c4805cd20814840d5,1,2014-10-01T08:11:33.000Z,36.05609188,24.88248669,66.69368,15.320121
5d766d7c4805cd20814840d6,1,2014-10-01T08:11:34.000Z,36.05605256,24.88250118,66.69368,16.048876
5d766d7c4805cd20814840d7,1,2014-10-01T08:11:37.000Z,36.05587665,24.8825004,66.69368,23.415361
5d766d7c4805cd20814840d8,1,2014-10-01T08:11:38.000Z,36.05585123,24.88251066,66.69368,11.312625
5d766d7c4805cd20814840d9,1,2014-10-01T08:11:39.000Z,36.05576693,24.88247988,66.69368,35.016273
5d766d7c4805cd20814840da,1,2014-10-01T08:11:40.000Z,36.0557331,24.88247407,66.69368,13.867463
5d766d7c4805cd20814840db,1,2014-10-01T08:11:41.000Z,36.05566169,24.8824818,66.69368,29.118437
5d766d7c4805cd20814840dc,1,2014-10-01T08:11:42.000Z,36.05564924,24.88248003,66.69368,4.6224875
5d766d7c4805cd20814840dd,1,2014-10-01T08:11:43.000Z,36.05557288,24.88249207,66.69368,30.76434
5d766d7c4805cd20814840de,1,2014-10-01T08:11:44.000Z,36.0555611,24.88248309,66.69368,5.5237365
5d766d7c4805cd20814840df,1,2014-10-01T08:11:45.000Z,36.05550902,24.88249989,66.69368,22.088428
5d766d7c4805cd20814840e0,1,2014-10-01T08:11:46.000Z,36.05542,24.88251631,66.69368,35.55833
5d766d7c4805cd20814840e1,1,2014-10-01T08:11:47.000Z,36.05537742,24.88251304,66.69368,16.842634
5d766d7c4805cd20814840e2,1,2014-10-01T08:11:48.000Z,36.05534923,24.88250492,66.69368,12.463254
5d766d7c4805cd20814840e3,1,2014-10-01T08:11:49.000Z,36.05531084,24.88251028,66.69368,15.382171
5d766d7c4805cd20814840e4,1,2014-10-01T08:11:50.000Z,36.05521354,24.88248394,66.69368,39.141624
5d766d7c4805cd20814840e5,1,2014-10-01T08:11:51.000Z,36.05519346,24.88247464,66.69368,8.235343
5d766d7c4805cd20814840e6,1,2014-10-01T08:11:52.000Z,36.05515239,24.88247137,66.69368,16.842634
5d766d7c4805cd20814840e7,1,2014-10-01T08:11:55.000Z,36.05498818,24.88249813,66.69368,22.076166
5d766d7c4805cd20814840e8,1,2014-10-01T08:11:56.000Z,36.05493816,24.88248239,66.69368,20.456364
5d766d7c4805cd20814840e9,1,2014-10-01T08:11:58.000Z,36.05484681,24.88246593,66.69368,18.533691
5d766d7c4805cd20814840ea,1,2014-10-01T08:11:59.000Z,36.05478593,24.88246799,66.69368,24.440275
5d766d7c4805cd20814840eb,1,2014-10-01T08:12:01.000Z,36.05467799,24.88246608,66.69368,21.380646
5d766d7c4805cd20814840ec,1,2014-10-01T08:12:02.000Z,36.0546551,24.88249144,66.69368,12.594658
5d766d7c4805cd20814840ed,1,2014-10-01T08:12:04.000Z,36.05451597,24.88247824,66.69368,28.332542
5d766d7c4805cd20814840ee,1,2014-10-01T08:12:06.000Z,36.05442659,24.88248896,66.69368,17.628517
5d766d7c4805cd20814840ef,1,2014-10-01T08:12:07.000Z,36.05440873,24.88247694,66.69368,8.486007
5d766d7c4805cd20814840f0,1,2014-10-01T08:12:08.000Z,36.05433729,24.88248552,66.69368,29.177261
