_id,id,t,x,y,engineTemperature,speed,numberPassengers
5d766d7c4805cd208148400e,1,2014-10-01T07:50:28.000Z,36.0655514,24.88310041,73.86799,19.463654,2
5d766d7c4805cd208148400f,1,2014-10-01T07:50:29.000Z,36.06555767,24.8831703,73.4629,23.03908,2
5d766d7c4805cd2081484010,1,2014-10-01T07:50:30.000Z,36.0656012,24.88320338,73.66544,19.80491,2
5d766d7c4805cd2081484011,1,2014-10-01T07:50:31.000Z,36.06561746,24.88328923,75.08086,28.436945,2
5d766d7c4805cd2081484012,1,2014-10-01T07:50:36.000Z,36.06553309,24.88351309,76.495476,15.928512,2
5d766d7c4805cd2081484013,1,2014-10-01T07:50:39.000Z,36.06562511,24.88367677,77.342255,21.500309,2
5d766d7c4805cd2081484014,1,2014-10-01T07:50:43.000Z,36.06555211,24.88386834,76.758026,17.189192,1
5d766d7c4805cd2081484015,1,2014-10-01T07:50:45.000Z,36.06560924,24.88392889,75.59407,14.922451,2
5d766d7c4805cd2081484016,1,2014-10-01T07:50:47.000Z,36.06556383,24.88404667,74.4307,21.213299,1
5d766d7c4805cd2081484017,1,2014-10-01T07:50:48.000Z,36.06554024,24.88413172,73.117546,29.245468,1
5d766d7c4805cd2081484018,1,2014-10-01T07:50:51.000Z,36.06553847,24.88430251,72.3602,18.309755,2
5d766d7c4805cd2081484019,1,2014-10-01T07:50:52.000Z,36.06554016,24.88426862,72.65094,11.10929,2
5d766d7c4805cd208148401a,1,2014-10-01T07:50:53.000Z,36.06560702,24.88432605,72.52936,32.24833,2
5d766d7c4805cd208148401b,1,2014-10-01T07:50:54.000Z,36.06556128,24.88442688,72.60876,36.956383,2
5d766d7c4805cd208148401c,1,2014-10-01T07:50:55.000Z,36.06561984,24.88445912,74.135544,26.590038,1
5d766d7c4805cd208148401d,1,2014-10-01T07:50:56.000Z,36.06559872,24.88450842,75.489716,18.478188,1
5d766d7c4805cd208148401e,1,2014-10-01T07:50:58.000Z,36.06562201,24.88461472,76.81964,17.878,1
5d766d7c4805cd208148401f,1,2014-10-01T07:50:59.000Z,36.06561483,24.88469351,78.57934,25.350504,1
5d766d7c4805cd2081484020,1,2014-10-01T07:51:04.000Z,36.06558901,24.88494346,78.824326,16.310884,1
5d766d7c4805cd2081484021,1,2014-10-01T07:51:07.000Z,36.06557385,24.88505756,78.20618,12.510441,1
5d766d7c4805cd2081484022,1,2014-10-01T07:51:08.000Z,36.06556336,24.88509904,77.44334,14.33,2
5d766d7c4805cd2081484023,1,2014-10-01T07:51:10.000Z,36.06555945,24.88523264,76.81932,21.614883,2
5d766d7c4805cd2081484024,1,2014-10-01T07:51:11.000Z,36.06553119,24.88523172,75.93804,10.707013,1
5d766d7c4805cd2081484025,1,2014-10-01T07:51:12.000Z,36.06556815,24.8852925,75.08718,24.061045,1
5d766d7c4805cd2081484026,1,2014-10-01T07:51:14.000Z,36.06552964,24.88541272,75.282684,20.88679,1
5d766d7c4805cd2081484027,1,2014-10-01T07:51:17.000Z,36.06560653,24.88557639,76.4198,20.412334,1
5d766d7c4805cd2081484028,1,2014-10-01T07:51:18.000Z,36.06560778,24.88561939,78.02951,14.27709,2
5d766d7c4805cd2081484029,1,2014-10-01T07:51:20.000Z,36.06553131,24.88574155,79.69722,24.96474,1
5d766d7c4805cd208148402a,1,2014-10-01T07:51:21.000Z,36.06560842,24.88572841,81.707596,30.844658,1
5d766d7c4805cd208148402b,1,2014-10-01T07:51:22.000Z,36.06560888,24.88576005,83.772194,9.874916,1
5d766d7c4805cd208148402c,1,2014-10-01T07:51:23.000Z,36.06552927,24.8858313,84.99002,39.728745,1
5d766d7c4805cd208148402d,1,2014-10-01T07:51:25.000Z,36.06548206,24.88587141,84.49812,11.222362,2
5d766d7c4805cd208148402e,1,2014-10-01T07:51:27.000Z,36.06540834,24.88588635,83.130554,15.468572,1
5d766d7c4805cd208148402f,1,2014-10-01T07:51:29.000Z,36.06530964,24.88591115,81.214615,19.504889,1
5d766d7c4805cd2081484030,1,2014-10-01T07:51:30.000Z,36.0652379,24.88589403,78.919586,29.540506,1
5d766d7c4805cd2081484031,1,2014-10-01T07:51:32.000Z,36.0651764,24.88595558,76.43384,15.708326,2
5d766d7c4805cd2081484032,1,2014-10-01T07:51:35.000Z,36.06504648,24.88588283,74.653336,18.990147,1
5d766d7c4805cd2081484033,1,2014-10-01T07:51:36.000Z,36.06493854,24.88593905,73.437675,47.764156,1
5d766d7c4805cd2081484034,1,2014-10-01T07:51:37.000Z,36.06496161,24.88586475,72.55376,25.755104,1
5d766d7c4805cd2081484035,1,2014-10-01T07:51:39.000Z,36.06487454,24.88587278,71.19833,17.604174,1
5d766d7c4805cd2081484036,1,2014-10-01T07:51:41.000Z,36.06472435,24.88590896,70.49528,30.34885,1
5d766d7c4805cd2081484037,1,2014-10-01T07:51:43.000Z,36.06458648,24.88592251,70.15229,27.597183,1
5d766d7c4805cd2081484038,1,2014-10-01T07:51:45.000Z,36.06449721,24.88592139,70.354706,17.563557,1
5d766d7c4805cd2081484039,1,2014-10-01T07:51:46.000Z,36.06449966,24.88592895,70.45975,2.468764,1
5d766d7c4805cd208148403a,1,2014-10-01T07:51:50.000Z,36.0643093,24.88589854,70.394844,19.246864,1
5d766d7c4805cd208148403b,1,2014-10-01T07:51:51.000Z,36.06418848,24.88589699,69.962814,47.341953,2
5d766d7c4805cd208148403c,1,2014-10-01T07:51:56.000Z,36.06396962,24.88588604,70.15552,17.729023,1
5d766d7c4805cd208148403d,1,2014-10-01T07:51:57.000Z,36.06390614,24.88591392,71.286026,26.127674,2
5d766d7c4805cd208148403e,1,2014-10-01T07:51:59.000Z,36.06382173,24.88591893,72.72888,17.58523,2
5d766d7c4805cd208148403f,1,2014-10-01T07:52:00.000Z,36.0637788,24.88594487,74.108864,18.615253,1
5d766d7c4805cd2081484040,1,2014-10-01T07:52:01.000Z,36.06372238,24.88591252,75.40212,25.194221,1
5d766d7c4805cd2081484041,1,2014-10-01T07:52:04.000Z,36.06369802,24.88594687,76.82791,4.800088,1
5d766d7c4805cd2081484042,1,2014-10-01T08:08:01.000Z,36.06366519,24.88591455,78.33045,0.018067567,1
5d766d7c4805cd2081484043,1,2014-10-01T08:08:04.000Z,36.06343791,24.88588374,80.45198,30.211449,1
5d766d7c4805cd2081484044,1,2014-10-01T08:08:06.000Z,36.06334545,24.88595598,81.699455,21.755455,1
5d766d7c4805cd2081484045,1,2014-10-01T08:08:07.000Z,36.06332683,24.88586919,82.26018,28.804352,1
5d766d7c4805cd2081484046,1,2014-10-01T08:08:08.000Z,36.06322321,24.88587692,82.04995,41.303654,1
5d766d7c4805cd2081484047,1,2014-10-01T08:08:11.000Z,36.06313615,24.88588628,81.480835,11.752335,1
5d766d7c4805cd2081484048,1,2014-10-01T08:08:12.000Z,36.06303152,24.88593506,80.178604,45.45584,1
5d766d7c4805cd2081484049,1,2014-10-01T08:08:13.000Z,36.06299252,24.88593182,78.645935,15.320109,2
5d766d7c4805cd208148404a,1,2014-10-01T08:08:17.000Z,36.06282555,24.88591204,77.14441,16.868052,2
5d766d7c4805cd208148404b,1,2014-10-01T08:08:18.000Z,36.06274928,24.88586979,76.48202,33.423103,2
5d766d7c4805cd208148404c,1,2014-10-01T08:08:19.000Z,36.06275151,24.88585831,75.43282,4.0057106,1
5d766d7c4805cd208148404d,1,2014-10-01T08:08:20.000Z,36.06271091,24.88582128,74.26055,20.845312,1
5d766d7c4805cd208148404e,1,2014-10-01T08:08:22.000Z,36.06260439,24.88582861,72.69019,21.414026,1
5d766d7c4805cd208148404f,1,2014-10-01T08:08:25.000Z,36.06241848,24.88581755,70.71685,24.454124,2
5d766d7c4805cd2081484050,1,2014-10-01T08:08:26.000Z,36.06239065,24.88575519,68.27878,23.750486,2
5d766d7c4805cd2081484051,1,2014-10-01T08:08:27.000Z,36.06237803,24.88575807,66.905,4.622481,1
5d766d7c4805cd2081484052,1,2014-10-01T08:08:28.000Z,36.06233686,24.88570263,66.992615,24.54639,1
5d766d7c4805cd2081484053,1,2014-10-01T08:08:30.000Z,36.06223334,24.88566205,68.30011,21.609571,2
5d766d7c4805cd2081484054,1,2014-10-01T08:08:31.000Z,36.06212283,24.88571715,68.95567,47.764397,2
5d766d7c4805cd2081484055,1,2014-10-01T08:08:32.000Z,36.06212634,24.88568353,69.72448,11.214227,2
5d766d7c4805cd2081484056,1,2014-10-01T08:08:33.000Z,36.06205855,24.88567009,70.80619,27.824024,2
5d766d7c4805cd2081484057,1,2014-10-01T08:08:35.000Z,36.06195763,24.88566594,71.514656,19.860983,1
5d766d7c4805cd2081484058,1,2014-10-01T08:08:36.000Z,36.06186551,24.88567827,72.56194,36.835342,1
5d766d7c4805cd2081484059,1,2014-10-01T08:08:38.000Z,36.06176442,24.88561398,73.85002,22.993217,1
5d766d7c4805cd208148405a,1,2014-10-01T08:08:40.000Z,36.06171314,24.88564108,76.16649,10.825249,1
5d766d7c4805cd208148405b,1,2014-10-01T08:08:41.000Z,36.06165991,24.88560413,78.56322,24.38361,1
5d766d7c4805cd208148405c,1,2014-10-01T08:08:44.000Z,36.06157817,24.88558975,81.12198,11.318529,1
5d766d7c4805cd208148405d,1,2014-10-01T08:08:45.000Z,36.06155582,24.8854607,83.178894,42.958965,1
5d766d7c4805cd208148405e,1,2014-10-01T08:08:46.000Z,36.06157428,24.88543754,84.112404,10.637328,1
5d766d7c4805cd208148405f,1,2014-10-01T08:08:47.000Z,36.06154012,24.8853791,83.91227,23.059387,2
5d766d7c4805cd2081484060,1,2014-10-01T08:08:48.000Z,36.0615658,24.88538138,82.91135,10.707014,1
5d766d7c4805cd2081484061,1,2014-10-01T08:08:49.000Z,36.06158879,24.88534518,81.43685,14.881853,2
5d766d7c4805cd2081484062,1,2014-10-01T08:08:51.000Z,36.06155511,24.88524249,80.73138,18.025928,1
5d766d7c4805cd2081484063,1,2014-10-01T08:08:52.000Z,36.06158153,24.88512441,80.61173,39.73214,1
5d766d7c4805cd2081484064,1,2014-10-01T08:08:55.000Z,36.0615779,24.88497701,81.09357,15.849998,2
5d766d7c4805cd2081484065,1,2014-10-01T08:08:56.000Z,36.06157801,24.88498391,79.82109,1.8516417,2
5d766d7c4805cd2081484066,1,2014-10-01T08:08:57.000Z,36.06156448,24.88489716,77.476105,28.14989,1
5d766d7c4805cd2081484067,1,2014-10-01T08:08:58.000Z,36.06160657,24.88484371,74.97551,24.100151,1
5d766d7c4805cd2081484068,1,2014-10-01T08:09:00.000Z,36.06155229,24.88472628,73.353676,21.917002,1
5d766d7c4805cd2081484069,1,2014-10-01T08:09:02.000Z,36.06155319,24.88468138,72.600334,7.097962,1
5d766d7c4805cd208148406a,1,2014-10-01T08:09:03.000Z,36.06155598,24.8845751,72.2665,34.597702,1
5d766d7c4805cd208148406b,1,2014-10-01T08:09:06.000Z,36.06158659,24.88444073,72.28597,14.966281,1
5d766d7c4805cd208148406c,1,2014-10-01T08:09:07.000Z,36.06155981,24.88444035,72.53866,10.707014,1
5d766d7c4805cd208148406d,1,2014-10-01T08:09:08.000Z,36.06158209,24.88435736,72.53738,27.616621,1
5d766d7c4805cd208148406e,1,2014-10-01T08:09:09.000Z,36.06153046,24.88427141,72.94127,34.139538,2
5d766d7c4805cd208148406f,1,2014-10-01T08:09:10.000Z,36.06154198,24.8842855,73.0865,6.29707,1
5d766d7c4805cd2081484070,1,2014-10-01T08:09:12.000Z,36.06159064,24.88412749,73.59569,27.470272,1
5d766d7c4805cd2081484071,1,2014-10-01T08:09:13.000Z,36.06156411,24.88409066,74.17383,15.867679,1
5d766d7c4805cd2081484072,1,2014-10-01T08:09:14.000Z,36.06155276,24.88406135,73.95726,10.32961,2
5d766d7c4805cd2081484073,1,2014-10-01T08:09:18.000Z,36.0614115,24.88400381,74.161354,14.86422,2
5d766d7c4805cd2081484074,1,2014-10-01T08:09:19.000Z,36.06132865,24.88401537,74.48878,33.798157,2
5d766d7c4805cd2081484075,1,2014-10-01T08:09:21.000Z,36.06127827,24.88402079,74.918236,9.944866,2
5d766d7c4805cd2081484076,1,2014-10-01T08:09:22.000Z,36.061177,24.88403793,75.90019,41.602337,2
5d766d7c4805cd2081484077,1,2014-10-01T08:09:23.000Z,36.0611812,24.8839656,76.398254,22.888027,1
5d766d7c4805cd2081484078,1,2014-10-01T08:09:24.000Z,36.06114712,24.88401408,76.49471,20.663387,2
5d766d7c4805cd2081484079,1,2014-10-01T08:09:27.000Z,36.06098304,24.88402936,75.787834,21.949226,1
5d766d7c4805cd208148407a,1,2014-10-01T08:09:29.000Z,36.06084723,24.88402832,74.74951,26.724806,1
5d766d7c4805cd208148407b,1,2014-10-01T08:09:30.000Z,36.0608255,24.88399422,73.84367,13.929933,1
5d766d7c4805cd208148407c,1,2014-10-01T08:09:31.000Z,36.06079026,24.8840053,72.95663,14.085505,2
5d766d7c4805cd208148407d,1,2014-10-01T08:09:33.000Z,36.06072658,24.8838999,72.7017,21.367632,1
5d766d7c4805cd208148407e,1,2014-10-01T08:09:35.000Z,36.06073609,24.88378402,72.361786,18.964064,2
5d766d7c4805cd208148407f,1,2014-10-01T08:09:36.000Z,36.06075037,24.88374684,72.72596,12.590207,1
5d766d7c4805cd2081484080,1,2014-10-01T08:09:37.000Z,36.06073551,24.88369917,73.07157,16.595474,1
5d766d7c4805cd2081484081,1,2014-10-01T08:09:39.000Z,36.06070229,24.88359981,73.1583,17.170876,2
5d766d7c4805cd2081484082,1,2014-10-01T08:09:41.000Z,36.06069148,24.88350218,72.55245,15.90493,1
5d766d7c4805cd2081484083,1,2014-10-01T08:09:42.000Z,36.06072878,24.88342253,71.78724,30.08651,1
5d766d7c4805cd2081484084,1,2014-10-01T08:09:43.000Z,36.06071653,24.88338504,71.966835,13.772931,1
5d766d7c4805cd2081484085,1,2014-10-01T08:09:44.000Z,36.06073904,24.8833602,73.34995,12.178998,1
5d766d7c4805cd2081484086,1,2014-10-01T08:09:46.000Z,36.06073897,24.88325108,73.64526,17.590784,1
5d766d7c4805cd2081484087,1,2014-10-01T08:09:47.000Z,36.06072274,24.8832152,74.08457,13.222561,1
5d766d7c4805cd2081484088,1,2014-10-01T08:09:48.000Z,36.06073481,24.88315709,74.747116,19.07489,1
5d766d7c4805cd2081484089,1,2014-10-01T08:09:50.000Z,36.06070854,24.88306282,76.13431,16.329899,2
5d766d7c4805cd208148408a,1,2014-10-01T08:09:51.000Z,36.06070004,24.88298541,77.54833,24.87701,2
5d766d7c4805cd208148408b,1,2014-10-01T08:09:53.000Z,36.06071759,24.88294004,78.37393,8.332606,1
5d766d7c4805cd208148408c,1,2014-10-01T08:09:54.000Z,36.06065414,24.88284729,78.79478,39.857056,1
5d766d7c4805cd208148408d,1,2014-10-01T08:09:55.000Z,36.06068218,24.88281392,78.65785,14.978558,2
5d766d7c4805cd208148408e,1,2014-10-01T08:09:56.000Z,36.06068624,24.88274327,78.39529,23.040482,2
5d766d7c4805cd208148408f,1,2014-10-01T08:09:58.000Z,36.06066086,24.88265389,78.20419,15.458038,2
5d766d7c4805cd2081484090,1,2014-10-01T08:09:59.000Z,36.06065403,24.88262068,78.27609,11.522106,1
5d766d7c4805cd2081484091,1,2014-10-01T08:10:00.000Z,36.06063581,24.88258284,79.04905,13.99367,2
5d766d7c4805cd2081484092,1,2014-10-01T08:10:04.000Z,36.06049366,24.88252529,79.91794,14.913013,2
5d766d7c4805cd2081484093,1,2014-10-01T08:10:05.000Z,36.06045146,24.88246894,80.07044,24.546705,1
5d766d7c4805cd2081484094,1,2014-10-01T08:10:06.000Z,36.06043699,24.88247989,80.11575,7.1430964,1
5d766d7c4805cd2081484095,1,2014-10-01T08:10:07.000Z,36.06033725,24.88246321,79.76544,40.089508,1
5d766d7c4805cd2081484096,1,2014-10-01T08:10:08.000Z,36.06032662,24.88248271,79.089066,7.6865396,1
5d766d7c4805cd2081484097,1,2014-10-01T08:10:10.000Z,36.06022452,24.88246311,78.64717,20.844625,1
5d766d7c4805cd2081484098,1,2014-10-01T08:10:11.000Z,36.06018104,24.8824379,77.94238,18.615412,1
5d766d7c4805cd2081484099,1,2014-10-01T08:10:13.000Z,36.06010016,24.88247345,76.5734,16.96884,1
5d766d7c4805cd208148409a,1,2014-10-01T08:10:14.000Z,36.06003423,24.8824333,75.79958,29.015562,1
5d766d7c4805cd208148409b,1,2014-10-01T08:10:15.000Z,36.05997218,24.88249483,75.04123,32.61913,2
5d766d7c4805cd208148409c,1,2014-10-01T08:10:17.000Z,36.05985001,24.88245619,74.74345,25.200058,2
5d766d7c4805cd208148409d,1,2014-10-01T08:10:18.000Z,36.05980893,24.88245177,74.84768,15.320115,2
5d766d7c4805cd208148409e,1,2014-10-01T08:10:19.000Z,36.05979875,24.88248597,75.355034,12.017516,2
5d766d7c4805cd208148409f,1,2014-10-01T08:10:20.000Z,36.05970699,24.88246748,75.278015,37.164845,1
5d766d7c4805cd20814840a0,1,2014-10-01T08:10:22.000Z,36.05961066,24.88251026,74.83001,20.364931,1
5d766d7c4805cd20814840a1,1,2014-10-01T08:10:23.000Z,36.05953651,24.88247674,73.75182,32.49866,1
5d766d7c4805cd20814840a2,1,2014-10-01T08:10:25.000Z,36.05950451,24.8824967,73.41576,6.8434973,1
5d766d7c4805cd20814840a3,1,2014-10-01T08:10:26.000Z,36.05941786,24.8825274,72.899185,36.655617,2
5d766d7c4805cd20814840a4,1,2014-10-01T08:10:27.000Z,36.0593453,24.8825108,71.21321,29.540583,2
5d766d7c4805cd20814840a5,1,2014-10-01T08:10:29.000Z,36.05930326,24.88252954,69.77422,8.947733,2
5d766d7c4805cd20814840a6,1,2014-10-01T08:10:30.000Z,36.05919473,24.88250473,68.15,43.503242,2
5d766d7c4805cd20814840a7,1,2014-10-01T08:10:31.000Z,36.05914844,24.8824792,66.827354,21.650612,2
5d766d7c4805cd20814840a8,1,2014-10-01T08:10:32.000Z,36.05912202,24.8824719,65.60622,10.970634,1
5d766d7c4805cd20814840a9,1,2014-10-01T08:10:33.000Z,36.0590566,24.88252519,64.94944,31.18625,1
5d766d7c4805cd20814840aa,1,2014-10-01T08:10:34.000Z,36.0590181,24.88253201,65.56545,15.468602,1
5d766d7c4805cd20814840ab,1,2014-10-01T08:10:35.000Z,36.05900167,24.88252011,66.94587,7.1431313,2
5d766d7c4805cd20814840ac,1,2014-10-01T08:10:36.000Z,36.05890849,24.88246924,68.41352,40.259926,1
5d766d7c4805cd20814840ad,1,2014-10-01T08:10:37.000Z,36.05888256,24.88250303,69.14501,15.417405,1
5d766d7c4805cd20814840ae,1,2014-10-01T08:10:38.000Z,36.05879055,24.88251414,69.31034,36.83536,1
5d766d7c4805cd20814840af,1,2014-10-01T08:10:39.000Z,36.05874094,24.88247217,69.22535,24.051445,1
5d766d7c4805cd20814840b0,1,2014-10-01T08:10:40.000Z,36.05869568,24.88249596,69.21187,19.764698,1
5d766d7c4805cd20814840b1,1,2014-10-01T08:10:41.000Z,36.05869811,24.88251216,68.9323,5.5551286,1
5d766d7c4805cd20814840b2,1,2014-10-01T08:10:42.000Z,36.05862922,24.88250441,68.40693,27.659252,1
5d766d7c4805cd20814840b3,1,2014-10-01T08:10:43.000Z,36.05856172,24.88250426,67.7008,25.959507,1
5d766d7c4805cd20814840b4,1,2014-10-01T08:10:44.000Z,36.0585144,24.88251938,67.09577,20.456308,1
5d766d7c4805cd20814840b5,1,2014-10-01T08:10:45.000Z,36.05847747,24.88247665,66.16912,19.320278,1
5d766d7c4805cd20814840b6,1,2014-10-01T08:10:46.000Z,36.05839673,24.88247176,66.10101,33.645653,1
5d766d7c4805cd20814840b7,1,2014-10-01T08:10:49.000Z,36.05825897,24.88248659,66.78251,18.398134,1
5d766d7c4805cd20814840b8,1,2014-10-01T08:10:51.000Z,36.05819007,24.88243173,67.44705,16.400597,2
5d766d7c4805cd20814840b9,1,2014-10-01T08:10:52.000Z,36.05811731,24.88247928,68.48361,32.861885,1
5d766d7c4805cd20814840ba,1,2014-10-01T08:10:53.000Z,36.0580878,24.88247656,69.18087,12.231822,1
5d766d7c4805cd20814840bb,1,2014-10-01T08:10:54.000Z,36.05802506,24.88247296,70.56381,24.463644,1
5d766d7c4805cd20814840bc,1,2014-10-01T08:10:55.000Z,36.05799025,24.88240952,72.16904,24.57179,1
5d766d7c4805cd20814840bd,1,2014-10-01T08:10:56.000Z,36.05791736,24.88246352,74.19356,33.77102,1
5d766d7c4805cd20814840be,1,2014-10-01T08:10:57.000Z,36.05785269,24.88244805,76.424835,26.424978,2
5d766d7c4805cd20814840bf,1,2014-10-01T08:11:01.000Z,36.05766668,24.88238654,78.41927,19.346888,1
5d766d7c4805cd20814840c0,1,2014-10-01T08:11:02.000Z,36.05765864,24.88239383,79.787506,3.571582,1
5d766d7c4805cd20814840c1,1,2014-10-01T08:11:04.000Z,36.05755055,24.88236768,80.95259,21.751637,1
5d766d7c4805cd20814840c2,1,2014-10-01T08:11:06.000Z,36.05744405,24.88243571,81.42131,23.952364,1
5d766d7c4805cd20814840c3,1,2014-10-01T08:11:07.000Z,36.05738362,24.88242225,81.65067,24.811583,2
5d766d7c4805cd20814840c4,1,2014-10-01T08:11:08.000Z,36.05733787,24.88243646,81.29618,18.978033,2
5d766d7c4805cd20814840c5,1,2014-10-01T08:11:11.000Z,36.05719197,24.88246072,80.33485,19.52644,2
5d766d7c4805cd20814840c6,1,2014-10-01T08:11:12.000Z,36.05715425,24.88241959,79.09352,20.43487,1
5d766d7c4805cd20814840c7,1,2014-10-01T08:11:14.000Z,36.05706028,24.88242472,77.91965,19.110315,1
5d766d7c4805cd20814840c8,1,2014-10-01T08:11:16.000Z,36.05690937,24.88245137,76.80149,30.844725,1
5d766d7c4805cd20814840c9,1,2014-10-01T08:11:17.000Z,36.05687328,24.8824674,76.84136,14.603471,2
5d766d7c4805cd20814840ca,1,2014-10-01T08:11:18.000Z,36.05685032,24.88245749,77.504196,9.668015,1
5d766d7c4805cd20814840cb,1,2014-10-01T08:11:19.000Z,36.05678637,24.88247709,78.91317,26.683252,2
5d766d7c4805cd20814840cc,1,2014-10-01T08:11:21.000Z,36.05670556,24.88248372,80.44266,16.081268,1
5d766d7c4805cd20814840cd,1,2014-10-01T08:11:22.000Z,36.05663285,24.88248435,82.14621,29.013567,2
5d766d7c4805cd20814840ce,1,2014-10-01T08:11:23.000Z,36.05660104,24.88248286,82.91566,12.231822,2
5d766d7c4805cd20814840cf,1,2014-10-01T08:11:24.000Z,36.05653747,24.88246552,82.87605,26.547262,1
5d766d7c4805cd20814840d0,1,2014-10-01T08:11:26.000Z,36.05641774,24.88250271,81.91374,24.46058,1
5d766d7c4805cd20814840d1,1,2014-10-01T08:11:27.000Z,36.05636347,24.88250801,80.25246,22.93869,1
5d766d7c4805cd20814840d2,1,2014-10-01T08:11:28.000Z,36.05632073,24.88248753,78.28113,17.895546,1
5d766d7c4805cd20814840d3,1,2014-10-01T08:11:29.000Z,36.0562922,24.88249237,75.753105,10.760262,1
5d766d7c4805cd20814840d4,1,2014-10-01T08:11:32.000Z,36.05613082,24.88249007,73.84479,21.888395,1
5d766d7c4805cd20814840d5,1,2014-10-01T08:11:33.000Z,36.05609188,24.88248669,72.43719,15.320121,1
5d766d7c4805cd20814840d6,1,2014-10-01T08:11:34.000Z,36.05605256,24.88250118,71.55483,16.048876,1
5d766d7c4805cd20814840d7,1,2014-10-01T08:11:37.000Z,36.05587665,24.8825004,71.42414,23.415361,1
5d766d7c4805cd20814840d8,1,2014-10-01T08:11:38.000Z,36.05585123,24.88251066,71.696686,11.312625,1
5d766d7c4805cd20814840d9,1,2014-10-01T08:11:39.000Z,36.05576693,24.88247988,70.57222,35.016273,1
5d766d7c4805cd20814840da,1,2014-10-01T08:11:40.000Z,36.0557331,24.88247407,70.25896,13.867463,1
5d766d7c4805cd20814840db,1,2014-10-01T08:11:41.000Z,36.05566169,24.8824818,70.55145,29.118437,1
5d766d7c4805cd20814840dc,1,2014-10-01T08:11:42.000Z,36.05564924,24.88248003,70.66554,4.6224875,1
5d766d7c4805cd20814840dd,1,2014-10-01T08:11:43.000Z,36.05557288,24.88249207,71.09671,30.76434,1
5d766d7c4805cd20814840de,1,2014-10-01T08:11:44.000Z,36.0555611,24.88248309,71.412155,5.5237365,1
5d766d7c4805cd20814840df,1,2014-10-01T08:11:45.000Z,36.05550902,24.88249989,70.80066,22.088428,2
5d766d7c4805cd20814840e0,1,2014-10-01T08:11:46.000Z,36.05542,24.88251631,69.955666,35.55833,2
5d766d7c4805cd20814840e1,1,2014-10-01T08:11:47.000Z,36.05537742,24.88251304,70.32504,16.842634,1
5d766d7c4805cd20814840e2,1,2014-10-01T08:11:48.000Z,36.05534923,24.88250492,70.62546,12.463254,1
5d766d7c4805cd20814840e3,1,2014-10-01T08:11:49.000Z,36.05531084,24.88251028,70.966446,15.382171,1
5d766d7c4805cd20814840e4,1,2014-10-01T08:11:50.000Z,36.05521354,24.88248394,71.32301,39.141624,2
5d766d7c4805cd20814840e5,1,2014-10-01T08:11:51.000Z,36.05519346,24.88247464,70.9836,8.235343,1
5d766d7c4805cd20814840e6,1,2014-10-01T08:11:52.000Z,36.05515239,24.88247137,70.79785,16.842634,1
5d766d7c4805cd20814840e7,1,2014-10-01T08:11:55.000Z,36.05498818,24.88249813,70.99929,22.076166,1
5d766d7c4805cd20814840e8,1,2014-10-01T08:11:56.000Z,36.05493816,24.88248239,70.81804,20.456364,1
